species,name,c3.c4,crop.wild,tissue,fol.ed,study.type,ea.co2,eco2,aco2,plus.co2,add.info,lat,long,region,country,reference,n,element,delta,log.r
Triticum aestivum 'Triso',wheat,C3,CRP,grain,E,FACE,537/387,537,387,150,2008,48.7,9.18,Heidfeldhof,Germany,Hogy et al 2013,5,Mg,-0.027,-0.0274
Triticum aestivum 'Triso',wheat,C3,CRP,grain,E,FACE,537/387,537,387,150,2008,48.7,9.18,Heidfeldhof,Germany,Hogy et al 2013,5,Mn,-0.015,-0.0151
Triticum aestivum 'Triso',wheat,C3,CRP,grain,E,FACE,537/387,537,387,150,2008,48.7,9.18,Heidfeldhof,Germany,Hogy et al 2013,5,Mo,0.077,0.0742
Triticum aestivum 'Triso',wheat,C3,CRP,grain,E,FACE,537/387,537,387,150,2008,48.7,9.18,Heidfeldhof,Germany,Hogy et al 2013,5,Na,0.104,0.0989
Triticum aestivum 'Triso',wheat,C3,CRP,grain,E,FACE,537/387,537,387,150,2008,48.7,9.18,Heidfeldhof,Germany,Hogy et al 2013,5,Ni,-0.237,-0.2705
Triticum aestivum 'Triso',wheat,C3,CRP,grain,E,FACE,537/387,537,387,150,2008,48.7,9.18,Heidfeldhof,Germany,Hogy et al 2013,5,P,-0.014,-0.0141
Triticum aestivum 'Triso',wheat,C3,CRP,grain,E,FACE,537/387,537,387,150,2008,48.7,9.18,Heidfeldhof,Germany,Hogy et al 2013,5,Pb,-0.095,-0.0998
Triticum aestivum 'Triso',wheat,C3,CRP,grain,E,FACE,537/387,537,387,150,2008,48.7,9.18,Heidfeldhof,Germany,Hogy et al 2013,5,S,0.024,0.0237
Triticum aestivum 'Triso',wheat,C3,CRP,grain,E,FACE,537/387,537,387,150,2008,48.7,9.18,Heidfeldhof,Germany,Hogy et al 2013,5,Se,0.182,0.1672
Triticum aestivum 'Triso',wheat,C3,CRP,grain,E,FACE,537/387,537,387,150,2008,48.7,9.18,Heidfeldhof,Germany,Hogy et al 2013,5,Si,-0.102,-0.1076
Triticum aestivum 'Triso',wheat,C3,CRP,grain,E,FACE,537/387,537,387,150,2008,48.7,9.18,Heidfeldhof,Germany,Hogy et al 2013,5,Zn,0.007,0.007
Triticum aestivum 'Alcazar',wheat,C3,CRP,grain,E,tunnel,700/350,700,350,350, ,,,,,de la Puente et al 2000,2,Ca,0,0
Triticum aestivum 'Alcazar',wheat,C3,CRP,grain,E,tunnel,700/350,700,350,350, ,,,,,de la Puente et al 2000,2,Ca,0.3077,0.2683
Triticum aestivum 'Alcazar',wheat,C3,CRP,grain,E,tunnel,700/350,700,350,350, ,,,,,de la Puente et al 2000,2,Fe,0,0
Triticum aestivum 'Alcazar',wheat,C3,CRP,grain,E,tunnel,700/350,700,350,350, ,,,,,de la Puente et al 2000,2,Fe,-0.3158,-0.3795
Triticum aestivum 'Alcazar',wheat,C3,CRP,grain,E,tunnel,700/350,700,350,350, ,,,,,de la Puente et al 2000,2,K,0.4643,0.3814
Triticum aestivum 'Alcazar',wheat,C3,CRP,grain,E,tunnel,700/350,700,350,350, ,,,,,de la Puente et al 2000,2,K,-0.0519,-0.0533
Triticum aestivum 'Alcazar',wheat,C3,CRP,grain,E,tunnel,700/350,700,350,350, ,,,,,de la Puente et al 2000,2,Mg,0,0
Triticum aestivum 'Alcazar',wheat,C3,CRP,grain,E,tunnel,700/350,700,350,350, ,,,,,de la Puente et al 2000,2,Mg,-0.0714,-0.0741
Triticum aestivum 'Alcazar',wheat,C3,CRP,grain,E,tunnel,700/350,700,350,350, ,,,,,de la Puente et al 2000,2,Mn,-0.1111,-0.1178
Triticum aestivum 'Alcazar',wheat,C3,CRP,grain,E,tunnel,700/350,700,350,350, ,,,,,de la Puente et al 2000,2,Mn,-0.1111,-0.1178
Triticum aestivum 'Alcazar',wheat,C3,CRP,grain,E,tunnel,700/350,700,350,350, ,,,,,de la Puente et al 2000,2,N,0.1429,0.1336
Triticum aestivum 'Alcazar',wheat,C3,CRP,grain,E,tunnel,700/350,700,350,350, ,,,,,de la Puente et al 2000,2,N,-0.2043,-0.2285
Triticum aestivum 'Alcazar',wheat,C3,CRP,grain,E,tunnel,700/350,700,350,350, ,,,,,de la Puente et al 2000,2,P,0.1333,0.1251
Triticum aestivum 'Alcazar',wheat,C3,CRP,grain,E,tunnel,700/350,700,350,350, ,,,,,de la Puente et al 2000,2,P,-0.0277,-0.0281
Triticum aestivum 'Batis',wheat,C3,CRP,grain,E,FACE,550/380,550,380,170,"N100, 2002",52.3,10.43,Braunschweig,Germany,Wroblewitz et al 2013,2,Cu,0.0576,0.056
Triticum aestivum 'Batis',wheat,C3,CRP,grain,E,FACE,550/380,550,380,170,"N100, 2005",52.3,10.43,Braunschweig,Germany,Wroblewitz et al 2013,2,Cu,-0.1007,-0.1061
Triticum aestivum 'Batis',wheat,C3,CRP,grain,E,FACE,550/380,550,380,170,"N50, 2002",52.3,10.43,Braunschweig,Germany,Wroblewitz et al 2013,2,Cu,0.1025,0.0976
Triticum aestivum 'Batis',wheat,C3,CRP,grain,E,FACE,550/380,550,380,170,"N50, 2005",52.3,10.43,Braunschweig,Germany,Wroblewitz et al 2013,2,Cu,-0.0316,-0.0321
Triticum aestivum 'Batis',wheat,C3,CRP,grain,E,FACE,550/380,550,380,170,"N100, 2002",52.3,10.43,Braunschweig,Germany,Wroblewitz et al 2013,2,Fe,-0.083,-0.0866
Triticum aestivum 'Batis',wheat,C3,CRP,grain,E,FACE,550/380,550,380,170,"N100, 2005",52.3,10.43,Braunschweig,Germany,Wroblewitz et al 2013,2,Fe,-0.1325,-0.1421
Triticum aestivum 'Batis',wheat,C3,CRP,grain,E,FACE,550/380,550,380,170,"N50, 2002",52.3,10.43,Braunschweig,Germany,Wroblewitz et al 2013,2,Fe,-0.0909,-0.0953
Triticum aestivum 'Batis',wheat,C3,CRP,grain,E,FACE,550/380,550,380,170,"N50, 2005",52.3,10.43,Braunschweig,Germany,Wroblewitz et al 2013,2,Fe,-0.0762,-0.0793
Triticum aestivum 'Batis',wheat,C3,CRP,grain,E,FACE,550/380,550,380,170,"N100, 2002",52.3,10.43,Braunschweig,Germany,Wroblewitz et al 2013,2,Mn,-0.1892,-0.2097
Triticum aestivum 'Batis',wheat,C3,CRP,grain,E,FACE,550/380,550,380,170,"N100, 2005",52.3,10.43,Braunschweig,Germany,Wroblewitz et al 2013,2,Mn,-0.25,-0.2877
Triticum aestivum 'Batis',wheat,C3,CRP,grain,E,FACE,550/380,550,380,170,"N50, 2002",52.3,10.43,Braunschweig,Germany,Wroblewitz et al 2013,2,Mn,-0.0077,-0.0077
Triticum aestivum 'Batis',wheat,C3,CRP,grain,E,FACE,550/380,550,380,170,"N50, 2005",52.3,10.43,Braunschweig,Germany,Wroblewitz et al 2013,2,Mn,-0.1431,-0.1544
Triticum aestivum 'Batis',wheat,C3,CRP,grain,E,FACE,550/380,550,380,170,"N100, 2002",52.3,10.43,Braunschweig,Germany,Wroblewitz et al 2013,2,Na,0,0
Triticum aestivum 'Batis',wheat,C3,CRP,grain,E,FACE,550/380,550,380,170,"N100, 2005",52.3,10.43,Braunschweig,Germany,Wroblewitz et al 2013,2,Na,0,0
Triticum aestivum 'Batis',wheat,C3,CRP,grain,E,FACE,550/380,550,380,170,"N50, 2002",52.3,10.43,Braunschweig,Germany,Wroblewitz et al 2013,2,Na,-0.05,-0.0513
Triticum aestivum 'Batis',wheat,C3,CRP,grain,E,FACE,550/380,550,380,170,"N50, 2005",52.3,10.43,Braunschweig,Germany,Wroblewitz et al 2013,2,Na,0,0
Triticum aestivum 'Batis',wheat,C3,CRP,grain,E,FACE,550/380,550,380,170,"N100, 2002",52.3,10.43,Braunschweig,Germany,Wroblewitz et al 2013,2,Zn,0.0283,0.0279
Triticum aestivum 'Batis',wheat,C3,CRP,grain,E,FACE,550/380,550,380,170,"N100, 2005",52.3,10.43,Braunschweig,Germany,Wroblewitz et al 2013,2,Zn,-0.1131,-0.12
Triticum aestivum 'Batis',wheat,C3,CRP,grain,E,FACE,550/380,550,380,170,"N50, 2002",52.3,10.43,Braunschweig,Germany,Wroblewitz et al 2013,2,Zn,-0.082,-0.0856
Triticum aestivum 'Batis',wheat,C3,CRP,grain,E,FACE,550/380,550,380,170,"N50, 2005",52.3,10.43,Braunschweig,Germany,Wroblewitz et al 2013,2,Zn,-0.087,-0.091
Triticum aestivum 'Dragon',wheat,C3,CRP,grain,E,OTC,667/347,667,347,320, ,57.9,12.4,Goteborg,Sweden,Pleijel & Danielsson 2009,5,Zn,-0.0417,-0.0426
Triticum aestivum 'Dragon',wheat,C3,CRP,grain,E,OTC,675/355,675,355,320, ,57.9,12.4,Goteborg,Sweden,Pleijel & Danielsson 2009,5,Zn,-0.0606,-0.0625
Triticum aestivum 'Dragon',wheat,C3,CRP,grain,E,OTC,660/355,660,355,305, ,57.9,12.4,Goteborg,Sweden,Pleijel & Danielsson 2009,5,Zn,-0.0909,-0.0953
Triticum aestivum 'HD-2285',wheat,C3,CRP,foliar,F,OTC,600/350,600,350,250,high N,28.67,77.2,New Delhi,India,Pal et al 2003,5,C,0.1912,0.175
Triticum aestivum 'HD-2285',wheat,C3,CRP,foliar,F,OTC,600/350,600,350,250,low N,28.67,77.2,New Delhi,India,Pal et al 2003,5,C,0.1146,0.1085
Triticum aestivum 'HD-2285',wheat,C3,CRP,foliar,F,OTC,600/350,600,350,250,high N,28.67,77.2,New Delhi,India,Pal et al 2003,5,Ca,0.0962,0.0918
Triticum aestivum 'HD-2285',wheat,C3,CRP,foliar,F,OTC,600/350,600,350,250,low N,28.67,77.2,New Delhi,India,Pal et al 2003,5,Ca,0.0816,0.0785
Triticum aestivum 'HD-2285',wheat,C3,CRP,foliar,F,OTC,600/350,600,350,250,high N,28.67,77.2,New Delhi,India,Pal et al 2003,5,Cu,0.043,0.0421
Triticum aestivum 'HD-2285',wheat,C3,CRP,foliar,F,OTC,600/350,600,350,250,low N,28.67,77.2,New Delhi,India,Pal et al 2003,5,Cu,0.079,0.076
Triticum aestivum 'HD-2285',wheat,C3,CRP,foliar,F,OTC,600/350,600,350,250,high N,28.67,77.2,New Delhi,India,Pal et al 2003,5,Fe,-0.0181,-0.0183
Triticum aestivum 'HD-2285',wheat,C3,CRP,foliar,F,OTC,600/350,600,350,250,low N,28.67,77.2,New Delhi,India,Pal et al 2003,5,Fe,-0.1592,-0.1734
Triticum aestivum 'HD-2285',wheat,C3,CRP,foliar,F,OTC,600/350,600,350,250,high N,28.67,77.2,New Delhi,India,Pal et al 2003,5,Mn,0.2245,0.2025
Triticum aestivum 'HD-2285',wheat,C3,CRP,foliar,F,OTC,600/350,600,350,250,low N,28.67,77.2,New Delhi,India,Pal et al 2003,5,Mn,0.209,0.1898
Triticum aestivum 'HD-2285',wheat,C3,CRP,foliar,F,OTC,600/350,600,350,250,high N,28.67,77.2,New Delhi,India,Pal et al 2003,5,N,-0.0755,-0.0785
Triticum aestivum 'HD-2285',wheat,C3,CRP,foliar,F,OTC,600/350,600,350,250,low N,28.67,77.2,New Delhi,India,Pal et al 2003,5,N,-0.2477,-0.2846
Triticum aestivum 'HD-2285',wheat,C3,CRP,foliar,F,OTC,600/350,600,350,250,high N,28.67,77.2,New Delhi,India,Pal et al 2003,5,Zn,0.1287,0.1211
Triticum aestivum 'HD-2285',wheat,C3,CRP,foliar,F,OTC,600/350,600,350,250,low N,28.67,77.2,New Delhi,India,Pal et al 2003,5,Zn,0.1246,0.1174
Triticum aestivum 'Janz',wheat,C3,CRP,grain,E,FACE,550/384,550,384,166,"mean 2007-2009 TOS1, TOS2",-36.75,142.11,Victoria,Australia,Fernando et al 2014,48,Ca,-0.057,-0.0587
Triticum aestivum 'Janz',wheat,C3,CRP,grain,E,FACE,550/384,550,384,166,"mean 2007-2009 TOS1, TOS2",-36.75,142.11,Victoria,Australia,Fernando et al 2014,48,Cu,-0.021,-0.0212
Triticum aestivum 'Janz',wheat,C3,CRP,grain,E,FACE,550/384,550,384,166,"mean 2007-2009 TOS1, TOS2",-36.75,142.11,Victoria,Australia,Fernando et al 2014,48,Fe,-0.041,-0.0419
Triticum aestivum 'Janz',wheat,C3,CRP,grain,E,FACE,550/384,550,384,166,"mean 2007-2009 TOS1, TOS2",-36.75,142.11,Victoria,Australia,Fernando et al 2014,48,Mg,-0.056,-0.0576
Triticum aestivum 'Janz',wheat,C3,CRP,grain,E,FACE,550/384,550,384,166,"mean 2007-2009 TOS1, TOS2",-36.75,142.11,Victoria,Australia,Fernando et al 2014,48,Na,-0.211,-0.237
Triticum aestivum 'Janz',wheat,C3,CRP,grain,E,FACE,550/384,550,384,166,"mean 2007-2009 TOS1, TOS2",-36.75,142.11,Victoria,Australia,Fernando et al 2014,48,P,-0.041,-0.0419
Triticum aestivum 'Janz',wheat,C3,CRP,grain,E,FACE,550/384,550,384,166,"mean 2007-2009 TOS1, TOS2",-36.75,142.11,Victoria,Australia,Fernando et al 2014,48,S,-0.043,-0.044
Triticum aestivum 'Janz',wheat,C3,CRP,grain,E,FACE,550/384,550,384,166,"mean 2007-2009 TOS1, TOS2",-36.75,142.11,Victoria,Australia,Fernando et al 2014,48,Zn,-0.059,-0.0608
Triticum aestivum 'Jinnong 4',wheat,C3,CRP,shoots,F,chamber,1000/385,1000,385,615,soil-H,,,,,Tian et al 2013,2,Cu,-0.225,-0.2549
Triticum aestivum 'Jinnong 4',wheat,C3,CRP,shoots,F,chamber,1000/385,1000,385,615,soil-L,,,,,Tian et al 2013,2,Cu,-0.217,-0.2446
Triticum aestivum 'Minaret',wheat,C3,CRP,grain,E,OTC,639/361,639,361,278, ,50.57,8.67,Giessen,Germany,Fangmeier et al 1997,2,Ca,-0.1279,-0.1369
Triticum aestivum 'Minaret',wheat,C3,CRP,grain,E,OTC,639/361,639,361,278, ,50.57,8.67,Giessen,Germany,Fangmeier et al 1997,2,Ca,-0.2995,-0.356
Triticum aestivum 'Minaret',wheat,C3,CRP,foliar,F,OTC,639/361,639,361,278,"green leaves, high N",50.57,8.67,Giessen,Germany,Fangmeier et al 1997,2,Ca,-0.327,-0.396
Triticum aestivum 'Minaret',wheat,C3,CRP,foliar,F,OTC,639/361,639,361,278,"green leaves, low N",50.57,8.67,Giessen,Germany,Fangmeier et al 1997,2,Ca,-0.385,-0.4861
Triticum aestivum 'Minaret',wheat,C3,CRP,grain,E,OTC,639/361,639,361,278, ,50.57,8.67,Giessen,Germany,Fangmeier et al 1997,2,Fe,-0.2508,-0.2887
Triticum aestivum 'Minaret',wheat,C3,CRP,grain,E,OTC,639/361,639,361,278, ,50.57,8.67,Giessen,Germany,Fangmeier et al 1997,2,Fe,-0.3478,-0.4274
Triticum aestivum 'Minaret',wheat,C3,CRP,foliar,F,OTC,639/361,639,361,278,"green leaves, high N",50.57,8.67,Giessen,Germany,Fangmeier et al 1997,2,Fe,-0.018,-0.0182
Triticum aestivum 'Minaret',wheat,C3,CRP,foliar,F,OTC,639/361,639,361,278,"green leaves, low N",50.57,8.67,Giessen,Germany,Fangmeier et al 1997,2,Fe,-0.119,-0.1267
Triticum aestivum 'Minaret',wheat,C3,CRP,grain,E,OTC,639/361,639,361,278, ,50.57,8.67,Giessen,Germany,Fangmeier et al 1997,2,K,-0.0179,-0.0181
Triticum aestivum 'Minaret',wheat,C3,CRP,grain,E,OTC,639/361,639,361,278, ,50.57,8.67,Giessen,Germany,Fangmeier et al 1997,2,K,-0.0346,-0.0352
Triticum aestivum 'Minaret',wheat,C3,CRP,foliar,F,OTC,639/361,639,361,278,"green leaves, high N",50.57,8.67,Giessen,Germany,Fangmeier et al 1997,2,K,-0.137,-0.1473
Triticum aestivum 'Minaret',wheat,C3,CRP,foliar,F,OTC,639/361,639,361,278,"green leaves, low N",50.57,8.67,Giessen,Germany,Fangmeier et al 1997,2,K,-0.139,-0.1497
Triticum aestivum 'Minaret',wheat,C3,CRP,grain,E,OTC,639/361,639,361,278, ,50.57,8.67,Giessen,Germany,Fangmeier et al 1997,2,Mg,-0.0387,-0.0395
Triticum aestivum 'Minaret',wheat,C3,CRP,grain,E,OTC,639/361,639,361,278, ,50.57,8.67,Giessen,Germany,Fangmeier et al 1997,2,Mg,-0.0515,-0.0529
Triticum aestivum 'Minaret',wheat,C3,CRP,foliar,F,OTC,639/361,639,361,278,"green leaves, high N",50.57,8.67,Giessen,Germany,Fangmeier et al 1997,2,Mg,-0.426,-0.5551
Triticum aestivum 'Minaret',wheat,C3,CRP,foliar,F,OTC,639/361,639,361,278,"green leaves, low N",50.57,8.67,Giessen,Germany,Fangmeier et al 1997,2,Mg,-0.47,-0.6349
Triticum aestivum 'Minaret',wheat,C3,CRP,grain,E,OTC,639/361,639,361,278, ,50.57,8.67,Giessen,Germany,Fangmeier et al 1997,2,Mn,-0.0639,-0.066
Triticum aestivum 'Minaret',wheat,C3,CRP,grain,E,OTC,639/361,639,361,278, ,50.57,8.67,Giessen,Germany,Fangmeier et al 1997,2,Mn,-0.0995,-0.1048
Triticum aestivum 'Minaret',wheat,C3,CRP,foliar,F,OTC,639/361,639,361,278,"green leaves, high N",50.57,8.67,Giessen,Germany,Fangmeier et al 1997,2,Mn,-0.1,-0.1054
Triticum aestivum 'Minaret',wheat,C3,CRP,foliar,F,OTC,639/361,639,361,278,"green leaves, low N",50.57,8.67,Giessen,Germany,Fangmeier et al 1997,2,Mn,-0.343,-0.4201
Triticum aestivum 'Minaret',wheat,C3,CRP,grain,E,OTC,639/361,639,361,278, ,50.57,8.67,Giessen,Germany,Fangmeier et al 1997,2,N,-0.1781,-0.1961
Triticum aestivum 'Minaret',wheat,C3,CRP,grain,E,OTC,639/361,639,361,278, ,50.57,8.67,Giessen,Germany,Fangmeier et al 1997,2,N,-0.2604,-0.3016
Triticum aestivum 'Minaret',wheat,C3,CRP,foliar,F,OTC,639/361,639,361,278,"green leaves, high N",50.57,8.67,Giessen,Germany,Fangmeier et al 1997,2,N,-0.337,-0.411
Triticum aestivum 'Minaret',wheat,C3,CRP,foliar,F,OTC,639/361,639,361,278,"green leaves, low N",50.57,8.67,Giessen,Germany,Fangmeier et al 1997,2,N,-0.372,-0.4652
Triticum aestivum 'Minaret',wheat,C3,CRP,grain,E,OTC,639/361,639,361,278, ,50.57,8.67,Giessen,Germany,Fangmeier et al 1997,2,P,-0.0107,-0.0108
Triticum aestivum 'Minaret',wheat,C3,CRP,grain,E,OTC,639/361,639,361,278, ,50.57,8.67,Giessen,Germany,Fangmeier et al 1997,2,P,-0.0633,-0.0654
Triticum aestivum 'Minaret',wheat,C3,CRP,foliar,F,OTC,639/361,639,361,278,"green leaves, high N",50.57,8.67,Giessen,Germany,Fangmeier et al 1997,2,P,-0.186,-0.2058
Triticum aestivum 'Minaret',wheat,C3,CRP,foliar,F,OTC,639/361,639,361,278,"green leaves, low N",50.57,8.67,Giessen,Germany,Fangmeier et al 1997,2,P,-0.138,-0.1485
Triticum aestivum 'Minaret',wheat,C3,CRP,grain,E,OTC,639/361,639,361,278, ,50.57,8.67,Giessen,Germany,Fangmeier et al 1997,2,S,-0.1355,-0.1456
Triticum aestivum 'Minaret',wheat,C3,CRP,grain,E,OTC,639/361,639,361,278, ,50.57,8.67,Giessen,Germany,Fangmeier et al 1997,2,S,-0.2036,-0.2277
Triticum aestivum 'Minaret',wheat,C3,CRP,foliar,F,OTC,639/361,639,361,278,"green leaves, high N",50.57,8.67,Giessen,Germany,Fangmeier et al 1997,2,S,-0.318,-0.3827
Triticum aestivum 'Minaret',wheat,C3,CRP,foliar,F,OTC,639/361,639,361,278,"green leaves, low N",50.57,8.67,Giessen,Germany,Fangmeier et al 1997,2,S,-0.322,-0.3886
Triticum aestivum 'Minaret',wheat,C3,CRP,grain,E,OTC,639/361,639,361,278, ,50.57,8.67,Giessen,Germany,Fangmeier et al 1997,2,Zn,-0.1253,-0.1339
Triticum aestivum 'Minaret',wheat,C3,CRP,grain,E,OTC,639/361,639,361,278, ,50.57,8.67,Giessen,Germany,Fangmeier et al 1997,2,Zn,-0.177,-0.1948
Triticum aestivum 'Minaret',wheat,C3,CRP,foliar,F,OTC,639/361,639,361,278,"green leaves, high N",50.57,8.67,Giessen,Germany,Fangmeier et al 1997,2,Zn,-0.415,-0.5361
Triticum aestivum 'Minaret',wheat,C3,CRP,foliar,F,OTC,639/361,639,361,278,"green leaves, low N",50.57,8.67,Giessen,Germany,Fangmeier et al 1997,2,Zn,-0.064,-0.0661
Triticum aestivum 'Minaret',wheat,C3,CRP,foliar,F,FACE,650/350,650,350,300,ROSK & GIES,50.57,8.67,Giessen,Germany,Fangmeier et al 1999,6,Ca,-0.24,-0.2744
Triticum aestivum 'Minaret',wheat,C3,CRP,grain,E,FACE,650/350,650,350,300,ROSK & GIES,55.65,12.09,Roskilde,Denmark,Fangmeier et al 1999,6,Ca,-0.16,-0.1744
Triticum aestivum 'Minaret',wheat,C3,CRP,grain,E,FACE,650/350,650,350,300,ROSK & GIES,50.57,8.67,Giessen,Germany,Fangmeier et al 1999,6,Cu,-0.07,-0.0726
Triticum aestivum 'Minaret',wheat,C3,CRP,foliar,F,FACE,650/350,650,350,300,ROSK & GIES,55.65,12.09,Roskilde,Denmark,Fangmeier et al 1999,6,Fe,-0.05,-0.0513
Triticum aestivum 'Minaret',wheat,C3,CRP,grain,E,FACE,650/350,650,350,300,ROSK & GIES,55.65,12.09,Roskilde,Denmark,Fangmeier et al 1999,6,Fe,-0.17,-0.1863
Triticum aestivum 'Minaret',wheat,C3,CRP,foliar,F,FACE,650/350,650,350,300,ROSK & GIES,50.57,8.67,Giessen,Germany,Fangmeier et al 1999,6,K,-0.13,-0.1393
Triticum aestivum 'Minaret',wheat,C3,CRP,grain,E,FACE,650/350,650,350,300,ROSK & GIES,50.57,8.67,Giessen,Germany,Fangmeier et al 1999,6,K,0.02,0.0198
Triticum aestivum 'Minaret',wheat,C3,CRP,foliar,F,FACE,650/350,650,350,300,ROSK & GIES,55.65,12.09,Roskilde,Denmark,Fangmeier et al 1999,6,Mn,-0.19,-0.2107
Triticum aestivum 'Minaret',wheat,C3,CRP,grain,E,FACE,650/350,650,350,300,ROSK & GIES,55.65,12.09,Roskilde,Denmark,Fangmeier et al 1999,6,Mn,0.0092,0.0092
Triticum aestivum 'Minaret',wheat,C3,CRP,foliar,F,FACE,650/350,650,350,300,ROSK & GIES,50.57,8.67,Giessen,Germany,Fangmeier et al 1999,6,N,-0.1,-0.1054
Triticum aestivum 'Minaret',wheat,C3,CRP,grain,E,FACE,650/350,650,350,300,ROSK & GIES,50.57,8.67,Giessen,Germany,Fangmeier et al 1999,6,N,-0.16,-0.1744
Triticum aestivum 'Minaret',wheat,C3,CRP,foliar,F,FACE,650/350,650,350,300,ROSK & GIES,55.65,12.09,Roskilde,Denmark,Fangmeier et al 1999,6,P,-0.05,-0.0513
Triticum aestivum 'Minaret',wheat,C3,CRP,grain,E,FACE,650/350,650,350,300,ROSK & GIES,55.65,12.09,Roskilde,Denmark,Fangmeier et al 1999,6,P,0.045,0.044
Triticum aestivum 'Minaret',wheat,C3,CRP,foliar,F,FACE,650/350,650,350,300,ROSK & GIES,50.57,8.67,Giessen,Germany,Fangmeier et al 1999,6,S,-0.19,-0.2107
Triticum aestivum 'Minaret',wheat,C3,CRP,grain,E,FACE,650/350,650,350,300,ROSK & GIES,50.57,8.67,Giessen,Germany,Fangmeier et al 1999,6,S,-0.02,-0.0202
Triticum aestivum 'Minaret',wheat,C3,CRP,foliar,F,FACE,650/350,650,350,300,ROSK & GIES,55.65,12.09,Roskilde,Denmark,Fangmeier et al 1999,6,Zn,-0.24,-0.2744
Triticum aestivum 'Minaret',wheat,C3,CRP,grain,E,FACE,650/350,650,350,300,ROSK & GIES,55.65,12.09,Roskilde,Denmark,Fangmeier et al 1999,6,Zn,-0.18,-0.1985
Triticum aestivum 'Rinconada',wheat,C3,CRP,grain,E,tunnel,700/350,700,350,350, ,,,,,de la Puente et al 2000,2,Ca,-0.1765,-0.1942
Triticum aestivum 'Rinconada',wheat,C3,CRP,grain,E,tunnel,700/350,700,350,350, ,,,,,de la Puente et al 2000,2,Ca,-0.3636,-0.4519
Triticum aestivum 'Rinconada',wheat,C3,CRP,grain,E,tunnel,700/350,700,350,350, ,,,,,de la Puente et al 2000,2,Fe,0.0455,0.0445
Triticum aestivum 'Rinconada',wheat,C3,CRP,grain,E,tunnel,700/350,700,350,350, ,,,,,de la Puente et al 2000,2,Fe,-0.2727,-0.3184
Triticum aestivum 'Rinconada',wheat,C3,CRP,grain,E,tunnel,700/350,700,350,350, ,,,,,de la Puente et al 2000,2,K,-0.0366,-0.0373
Triticum aestivum 'Rinconada',wheat,C3,CRP,grain,E,tunnel,700/350,700,350,350, ,,,,,de la Puente et al 2000,2,K,-0.3187,-0.3838
Triticum aestivum 'Rinconada',wheat,C3,CRP,grain,E,tunnel,700/350,700,350,350, ,,,,,de la Puente et al 2000,2,Mg,-0.1818,-0.2006
Triticum aestivum 'Rinconada',wheat,C3,CRP,grain,E,tunnel,700/350,700,350,350, ,,,,,de la Puente et al 2000,2,Mg,-0.3077,-0.3677
Triticum aestivum 'Rinconada',wheat,C3,CRP,grain,E,tunnel,700/350,700,350,350, ,,,,,de la Puente et al 2000,2,Mn,-0.0714,-0.0741
Triticum aestivum 'Rinconada',wheat,C3,CRP,grain,E,tunnel,700/350,700,350,350, ,,,,,de la Puente et al 2000,2,Mn,-0.2353,-0.2683
Triticum aestivum 'Rinconada',wheat,C3,CRP,grain,E,tunnel,700/350,700,350,350, ,,,,,de la Puente et al 2000,2,N,-0.095,-0.0998
Triticum aestivum 'Rinconada',wheat,C3,CRP,grain,E,tunnel,700/350,700,350,350, ,,,,,de la Puente et al 2000,2,N,-0.2077,-0.2328
Triticum aestivum 'Rinconada',wheat,C3,CRP,grain,E,tunnel,700/350,700,350,350, ,,,,,de la Puente et al 2000,2,P,0.0278,0.0274
Triticum aestivum 'Rinconada',wheat,C3,CRP,grain,E,tunnel,700/350,700,350,350, ,,,,,de la Puente et al 2000,2,P,-0.0938,-0.0985
Triticum aestivum 'Star',wheat,C3,CRP,grain,E,OTC,718/384,718,384,334, ,52.3,10.43,Braunschweig,Germany,Manderscheid 1995,2,Ca,-0.1166,-0.124
Triticum aestivum 'Star',wheat,C3,CRP,grain,E,OTC,718/384,718,384,334, ,52.3,10.43,Braunschweig,Germany,Manderscheid 1995,2,Fe,-0.2556,-0.2952
Triticum aestivum 'Star',wheat,C3,CRP,grain,E,OTC,718/384,718,384,334, ,52.3,10.43,Braunschweig,Germany,Manderscheid 1995,2,K,0.0624,0.0605
Triticum aestivum 'Star',wheat,C3,CRP,grain,E,OTC,718/384,718,384,334, ,52.3,10.43,Braunschweig,Germany,Manderscheid 1995,2,Mg,-0.0625,-0.0645
Triticum aestivum 'Star',wheat,C3,CRP,grain,E,OTC,718/384,718,384,334, ,52.3,10.43,Braunschweig,Germany,Manderscheid 1995,2,Mn,-0.0447,-0.0457
Triticum aestivum 'Star',wheat,C3,CRP,grain,E,OTC,718/384,718,384,334, ,52.3,10.43,Braunschweig,Germany,Manderscheid 1995,2,N,-0.2959,-0.3508
Triticum aestivum 'Star',wheat,C3,CRP,grain,E,OTC,718/384,718,384,334, ,52.3,10.43,Braunschweig,Germany,Manderscheid 1995,2,P,-0.0886,-0.0928
Triticum aestivum 'Star',wheat,C3,CRP,grain,E,OTC,718/384,718,384,334, ,52.3,10.43,Braunschweig,Germany,Manderscheid 1995,2,S,-0.2088,-0.2342
Triticum aestivum 'Star',wheat,C3,CRP,grain,E,OTC,718/384,718,384,334, ,52.3,10.43,Braunschweig,Germany,Manderscheid 1995,2,Zn,-0.2225,-0.2517
